id,segment,sequence
2_423_0.mat,262,3.0
2_424_0.mat,262,4.0
2_425_0.mat,262,5.0
2_426_0.mat,262,6.0
2_427_0.mat,263,1.0
2_428_0.mat,263,2.0
2_429_0.mat,263,3.0
2_430_0.mat,263,4.0
2_431_0.mat,263,5.0
2_432_0.mat,263,6.0
2_433_0.mat,264,1.0
2_434_0.mat,264,2.0
2_435_0.mat,264,3.0
2_436_0.mat,264,4.0
2_437_0.mat,264,5.0
2_438_0.mat,264,6.0
2_439_0.mat,265,1.0
2_440_0.mat,265,2.0
2_441_0.mat,265,3.0
2_442_0.mat,265,4.0
2_443_0.mat,265,5.0
2_444_0.mat,265,6.0
2_445_0.mat,266,1.0
2_446_0.mat,266,2.0
2_447_0.mat,266,3.0
2_448_0.mat,266,4.0
2_449_0.mat,266,5.0
2_450_0.mat,266,6.0
2_451_0.mat,267,1.0
2_452_0.mat,267,2.0
2_453_0.mat,267,3.0
2_454_0.mat,267,4.0
2_455_0.mat,267,5.0
2_456_0.mat,267,6.0
2_457_0.mat,268,1.0
2_458_0.mat,268,2.0
2_459_0.mat,268,3.0
2_460_0.mat,268,4.0
2_461_0.mat,268,5.0
2_462_0.mat,268,6.0
2_463_0.mat,269,1.0
2_464_0.mat,269,2.0
2_465_0.mat,269,3.0
2_466_0.mat,269,4.0
2_467_0.mat,269,5.0
2_468_0.mat,269,6.0
2_469_0.mat,270,1.0
2_470_0.mat,270,2.0
2_471_0.mat,270,3.0
2_472_0.mat,270,4.0
2_473_0.mat,270,5.0
2_474_0.mat,270,6.0
2_475_0.mat,271,1.0
2_476_0.mat,271,2.0
2_477_0.mat,271,3.0
2_478_0.mat,271,4.0
2_479_0.mat,271,5.0
2_480_0.mat,271,6.0
2_481_0.mat,272,1.0
2_482_0.mat,272,2.0
2_483_0.mat,272,3.0
2_484_0.mat,272,4.0
2_485_0.mat,272,5.0
2_486_0.mat,272,6.0
2_487_0.mat,273,1.0
2_488_0.mat,273,2.0
2_489_0.mat,273,3.0
2_490_0.mat,273,4.0
2_491_0.mat,273,5.0
2_492_0.mat,273,6.0
2_493_0.mat,274,1.0
2_494_0.mat,274,2.0
2_495_0.mat,274,3.0
2_496_0.mat,274,4.0
2_497_0.mat,274,5.0
2_498_0.mat,274,6.0
2_499_0.mat,275,1.0
2_500_0.mat,275,2.0
2_501_0.mat,275,3.0
2_502_0.mat,275,4.0
2_503_0.mat,275,5.0
2_504_0.mat,275,6.0
2_505_0.mat,276,1.0
2_506_0.mat,276,2.0
2_507_0.mat,276,3.0
2_508_0.mat,276,4.0
2_509_0.mat,276,5.0
2_510_0.mat,276,6.0
2_511_0.mat,277,1.0
2_512_0.mat,277,2.0
2_513_0.mat,277,3.0
2_514_0.mat,277,4.0
2_515_0.mat,277,5.0
2_516_0.mat,277,6.0
2_517_0.mat,278,1.0
2_518_0.mat,278,2.0
2_519_0.mat,278,3.0
2_520_0.mat,278,4.0
2_521_0.mat,278,5.0
2_522_0.mat,278,6.0
2_523_0.mat,279,1.0
2_524_0.mat,279,2.0
2_525_0.mat,279,3.0
2_526_0.mat,279,4.0
2_527_0.mat,279,5.0
2_528_0.mat,279,6.0
2_529_0.mat,280,1.0
2_530_0.mat,280,2.0
2_531_0.mat,280,3.0
2_532_0.mat,280,4.0
2_533_0.mat,280,5.0
2_534_0.mat,280,6.0
2_535_0.mat,281,1.0
2_536_0.mat,281,2.0
2_537_0.mat,281,3.0
2_538_0.mat,281,4.0
2_539_0.mat,281,5.0
2_540_0.mat,281,6.0
2_541_0.mat,282,1.0
2_542_0.mat,282,2.0
2_543_0.mat,282,3.0
2_544_0.mat,282,4.0
2_545_0.mat,282,5.0
2_546_0.mat,282,6.0
2_547_0.mat,283,1.0
2_548_0.mat,283,2.0
2_549_0.mat,283,3.0
2_550_0.mat,283,4.0
2_551_0.mat,283,5.0
2_552_0.mat,283,6.0
2_553_0.mat,284,1.0
2_554_0.mat,284,2.0
2_555_0.mat,284,3.0
2_556_0.mat,284,4.0
2_557_0.mat,284,5.0
2_558_0.mat,284,6.0
2_559_0.mat,285,1.0
2_560_0.mat,285,2.0
2_561_0.mat,285,3.0
2_562_0.mat,285,4.0
2_563_0.mat,285,5.0
2_564_0.mat,285,6.0
2_565_0.mat,286,1.0
2_566_0.mat,286,2.0
2_567_0.mat,286,3.0
2_568_0.mat,286,4.0
2_569_0.mat,286,5.0
2_570_0.mat,286,6.0
2_571_0.mat,287,1.0
2_572_0.mat,287,2.0
2_573_0.mat,287,3.0
2_574_0.mat,287,4.0
2_575_0.mat,287,5.0
2_576_0.mat,287,6.0
2_577_0.mat,288,1.0
2_578_0.mat,288,2.0
2_579_0.mat,288,3.0
2_580_0.mat,288,4.0
2_581_0.mat,288,5.0
2_582_0.mat,288,6.0
2_583_0.mat,289,1.0
2_584_0.mat,289,2.0
2_585_0.mat,289,3.0
2_586_0.mat,289,4.0
2_587_0.mat,289,5.0
2_588_0.mat,289,6.0
2_589_0.mat,290,1.0
2_590_0.mat,290,2.0
2_591_0.mat,290,3.0
2_592_0.mat,290,4.0
2_593_0.mat,290,5.0
2_594_0.mat,290,6.0
2_595_0.mat,291,1.0
2_596_0.mat,291,2.0
2_597_0.mat,291,3.0
2_598_0.mat,291,4.0
2_599_0.mat,291,5.0
2_600_0.mat,291,6.0
2_601_0.mat,292,1.0
2_602_0.mat,292,2.0
2_603_0.mat,292,3.0
2_604_0.mat,292,4.0
2_605_0.mat,292,5.0
2_606_0.mat,292,6.0
2_607_0.mat,293,1.0
2_608_0.mat,293,2.0
2_609_0.mat,293,3.0
2_610_0.mat,293,4.0
2_611_0.mat,293,5.0
2_612_0.mat,293,6.0
2_613_0.mat,294,1.0
2_614_0.mat,294,2.0
2_615_0.mat,294,3.0
2_616_0.mat,294,4.0
2_617_0.mat,294,5.0
2_618_0.mat,294,6.0
2_619_0.mat,295,1.0
2_620_0.mat,295,2.0
2_621_0.mat,295,3.0
2_622_0.mat,295,4.0
2_623_0.mat,295,5.0
2_624_0.mat,295,6.0
2_625_0.mat,296,1.0
2_626_0.mat,296,2.0
2_627_0.mat,296,3.0
2_628_0.mat,296,4.0
2_629_0.mat,296,5.0
2_630_0.mat,296,6.0
2_631_0.mat,297,1.0
2_632_0.mat,297,2.0
2_633_0.mat,297,3.0
2_634_0.mat,297,4.0
2_635_0.mat,297,5.0
2_636_0.mat,297,6.0
2_637_0.mat,298,1.0
2_638_0.mat,298,2.0
2_639_0.mat,298,3.0
2_640_0.mat,298,4.0
2_641_0.mat,298,5.0
2_642_0.mat,298,6.0
2_643_0.mat,299,1.0
2_644_0.mat,299,2.0
2_645_0.mat,299,3.0
2_646_0.mat,299,4.0
2_647_0.mat,299,5.0
2_648_0.mat,299,6.0
2_649_0.mat,300,1.0
2_650_0.mat,300,2.0
2_651_0.mat,300,3.0
2_652_0.mat,300,4.0
2_653_0.mat,300,5.0
2_654_0.mat,300,6.0
2_655_0.mat,301,1.0
2_656_0.mat,301,2.0
2_657_0.mat,301,3.0
2_658_0.mat,301,4.0
2_659_0.mat,301,5.0
2_660_0.mat,301,6.0
2_661_0.mat,302,1.0
2_662_0.mat,302,2.0
2_663_0.mat,302,3.0
2_664_0.mat,302,4.0
2_665_0.mat,302,5.0
2_666_0.mat,302,6.0
2_667_0.mat,303,1.0
2_668_0.mat,303,2.0
2_669_0.mat,303,3.0
2_670_0.mat,303,4.0
2_671_0.mat,303,5.0
2_672_0.mat,303,6.0
2_673_0.mat,304,1.0
2_674_0.mat,304,2.0
2_675_0.mat,304,3.0
2_676_0.mat,304,4.0
2_677_0.mat,304,5.0
2_678_0.mat,304,6.0
2_679_0.mat,305,1.0
2_680_0.mat,305,2.0
2_681_0.mat,305,3.0
2_682_0.mat,305,4.0
2_683_0.mat,305,5.0
2_684_0.mat,305,6.0
2_685_0.mat,306,1.0
2_686_0.mat,306,2.0
2_687_0.mat,306,3.0
2_688_0.mat,306,4.0
2_689_0.mat,306,5.0
2_690_0.mat,306,6.0
2_691_0.mat,307,1.0
2_692_0.mat,307,2.0
2_693_0.mat,307,3.0
2_694_0.mat,307,4.0
2_695_0.mat,307,5.0
2_696_0.mat,307,6.0
2_697_0.mat,308,1.0
2_698_0.mat,308,2.0
2_699_0.mat,308,3.0
2_700_0.mat,308,4.0
2_701_0.mat,308,5.0
2_702_0.mat,308,6.0
2_703_0.mat,309,1.0
2_704_0.mat,309,2.0
2_705_0.mat,309,3.0
2_706_0.mat,309,4.0
2_707_0.mat,309,5.0
2_708_0.mat,309,6.0
2_709_0.mat,310,1.0
2_710_0.mat,310,2.0
2_711_0.mat,310,3.0
2_712_0.mat,310,4.0
2_713_0.mat,310,5.0
2_714_0.mat,310,6.0
2_715_0.mat,311,1.0
2_716_0.mat,311,2.0
2_717_0.mat,311,3.0
2_718_0.mat,311,4.0
2_719_0.mat,311,5.0
2_720_0.mat,311,6.0
2_721_0.mat,312,1.0
2_722_0.mat,312,2.0
2_723_0.mat,312,3.0
2_724_0.mat,312,4.0
2_725_0.mat,312,5.0
2_726_0.mat,312,6.0
2_727_0.mat,313,1.0
2_728_0.mat,313,2.0
2_729_0.mat,313,3.0
2_730_0.mat,313,4.0
2_731_0.mat,313,5.0
2_732_0.mat,313,6.0
2_733_0.mat,314,1.0
2_734_0.mat,314,2.0
2_735_0.mat,314,3.0
2_736_0.mat,314,4.0
2_737_0.mat,314,5.0
2_738_0.mat,314,6.0
2_739_0.mat,315,1.0
2_740_0.mat,315,2.0
2_741_0.mat,315,3.0
2_742_0.mat,315,4.0
2_743_0.mat,315,5.0
2_744_0.mat,315,6.0
2_745_0.mat,316,1.0
2_746_0.mat,316,2.0
2_747_0.mat,316,3.0
2_748_0.mat,316,4.0
2_749_0.mat,316,5.0
2_750_0.mat,316,6.0
2_751_0.mat,317,1.0
2_752_0.mat,317,2.0
2_753_0.mat,317,3.0
2_754_0.mat,317,4.0
2_755_0.mat,317,5.0
2_756_0.mat,317,6.0
2_757_0.mat,318,1.0
2_758_0.mat,318,2.0
2_759_0.mat,318,3.0
2_760_0.mat,318,4.0
2_761_0.mat,318,5.0
2_762_0.mat,318,6.0
2_763_0.mat,319,1.0
2_764_0.mat,319,2.0
2_765_0.mat,319,3.0
2_766_0.mat,319,4.0
2_767_0.mat,319,5.0
2_768_0.mat,319,6.0
2_769_0.mat,320,1.0
2_770_0.mat,320,2.0
2_771_0.mat,320,3.0
2_772_0.mat,320,4.0
2_773_0.mat,320,5.0
2_774_0.mat,320,6.0
2_775_0.mat,321,1.0
2_776_0.mat,321,2.0
2_777_0.mat,321,3.0
2_778_0.mat,321,4.0
2_779_0.mat,321,5.0
2_780_0.mat,321,6.0
2_781_0.mat,322,1.0
2_782_0.mat,322,2.0
2_783_0.mat,322,3.0
2_784_0.mat,322,4.0
2_785_0.mat,322,5.0
2_786_0.mat,322,6.0
2_787_0.mat,323,1.0
2_788_0.mat,323,2.0
2_789_0.mat,323,3.0
2_790_0.mat,323,4.0
2_791_0.mat,323,5.0
2_792_0.mat,323,6.0
2_793_0.mat,324,1.0
2_794_0.mat,324,2.0
2_795_0.mat,324,3.0
2_796_0.mat,324,4.0
2_797_0.mat,324,5.0
2_798_0.mat,324,6.0
2_799_0.mat,325,1.0
2_800_0.mat,325,2.0
2_801_0.mat,325,3.0
2_802_0.mat,325,4.0
2_803_0.mat,325,5.0
2_804_0.mat,325,6.0
2_805_0.mat,326,1.0
2_806_0.mat,326,2.0
2_807_0.mat,326,3.0
2_808_0.mat,326,4.0
2_809_0.mat,326,5.0
2_810_0.mat,326,6.0
2_811_0.mat,327,1.0
2_812_0.mat,327,2.0
2_813_0.mat,327,3.0
2_814_0.mat,327,4.0
2_815_0.mat,327,5.0
2_816_0.mat,327,6.0
2_817_0.mat,328,1.0
2_818_0.mat,328,2.0
2_819_0.mat,328,3.0
2_820_0.mat,328,4.0
2_821_0.mat,328,5.0
2_822_0.mat,328,6.0
2_823_0.mat,329,1.0
2_824_0.mat,329,2.0
2_825_0.mat,329,3.0
2_826_0.mat,329,4.0
2_827_0.mat,329,5.0
2_828_0.mat,329,6.0
2_829_0.mat,330,1.0
2_830_0.mat,330,2.0
2_831_0.mat,330,3.0
2_832_0.mat,330,4.0
2_833_0.mat,330,5.0
2_834_0.mat,330,6.0
2_835_0.mat,331,1.0
2_836_0.mat,331,2.0
2_837_0.mat,331,3.0
2_838_0.mat,331,4.0
2_839_0.mat,331,5.0
2_840_0.mat,331,6.0
2_841_0.mat,332,1.0
2_842_0.mat,332,2.0
2_843_0.mat,332,3.0
2_844_0.mat,332,4.0
2_845_0.mat,332,5.0
2_846_0.mat,332,6.0
2_847_0.mat,333,1.0
2_848_0.mat,333,2.0
2_849_0.mat,333,3.0
2_850_0.mat,333,4.0
2_851_0.mat,333,5.0
2_852_0.mat,333,6.0
2_853_0.mat,334,1.0
2_854_0.mat,334,2.0
2_855_0.mat,334,3.0
2_856_0.mat,334,4.0
2_857_0.mat,334,5.0
2_858_0.mat,334,6.0
2_859_0.mat,335,1.0
2_860_0.mat,335,2.0
2_861_0.mat,335,3.0
2_862_0.mat,335,4.0
2_863_0.mat,335,5.0
2_864_0.mat,335,6.0
2_865_0.mat,336,1.0
2_866_0.mat,336,2.0
2_867_0.mat,336,3.0
2_868_0.mat,336,4.0
2_869_0.mat,336,5.0
2_870_0.mat,336,6.0
2_871_0.mat,337,1.0
2_872_0.mat,337,2.0
2_873_0.mat,337,3.0
2_874_0.mat,337,4.0
2_875_0.mat,337,5.0
2_876_0.mat,337,6.0
2_877_0.mat,338,1.0
2_878_0.mat,338,2.0
2_879_0.mat,338,3.0
2_880_0.mat,338,4.0
2_881_0.mat,338,5.0
2_882_0.mat,338,6.0
2_883_0.mat,339,1.0
2_884_0.mat,339,2.0
2_885_0.mat,339,3.0
2_886_0.mat,339,4.0
2_887_0.mat,339,5.0
2_888_0.mat,339,6.0
2_889_0.mat,340,1.0
2_890_0.mat,340,2.0
2_891_0.mat,340,3.0
2_892_0.mat,340,4.0
2_893_0.mat,340,5.0
2_894_0.mat,340,6.0
2_895_0.mat,341,1.0
2_896_0.mat,341,2.0
2_897_0.mat,341,3.0
2_898_0.mat,341,4.0
2_899_0.mat,341,5.0
2_900_0.mat,341,6.0
2_901_0.mat,342,1.0
2_902_0.mat,342,2.0
2_903_0.mat,342,3.0
2_904_0.mat,342,4.0
2_905_0.mat,342,5.0
2_906_0.mat,342,6.0
2_907_0.mat,343,1.0
2_908_0.mat,343,2.0
2_909_0.mat,343,3.0
2_910_0.mat,343,4.0
2_911_0.mat,343,5.0
2_912_0.mat,343,6.0
2_913_0.mat,344,1.0
2_914_0.mat,344,2.0
2_915_0.mat,344,3.0
2_916_0.mat,344,4.0
2_917_0.mat,344,5.0
2_918_0.mat,344,6.0
2_919_0.mat,345,1.0
2_920_0.mat,345,2.0
2_921_0.mat,345,3.0
2_922_0.mat,345,4.0
2_923_0.mat,345,5.0
2_924_0.mat,345,6.0
2_925_0.mat,346,1.0
2_926_0.mat,346,2.0
2_927_0.mat,346,3.0
2_928_0.mat,346,4.0
2_929_0.mat,346,5.0
2_930_0.mat,346,6.0
2_931_0.mat,347,1.0
2_932_0.mat,347,2.0
2_933_0.mat,347,3.0
2_934_0.mat,347,4.0
2_935_0.mat,347,5.0
2_936_0.mat,347,6.0
2_937_0.mat,348,1.0
2_938_0.mat,348,2.0
2_939_0.mat,348,3.0
2_940_0.mat,348,4.0
2_941_0.mat,348,5.0
2_942_0.mat,348,6.0
2_943_0.mat,349,1.0
2_944_0.mat,349,2.0
2_945_0.mat,349,3.0
2_946_0.mat,349,4.0
2_947_0.mat,349,5.0
2_948_0.mat,349,6.0
2_949_0.mat,350,1.0
2_950_0.mat,350,2.0
2_951_0.mat,350,3.0
2_952_0.mat,350,4.0
2_953_0.mat,350,5.0
2_954_0.mat,350,6.0
2_955_0.mat,351,1.0
2_956_0.mat,351,2.0
2_957_0.mat,351,3.0
2_958_0.mat,351,4.0
2_959_0.mat,351,5.0
2_960_0.mat,351,6.0
2_961_0.mat,352,1.0
2_962_0.mat,352,2.0
2_963_0.mat,352,3.0
2_964_0.mat,352,4.0
2_965_0.mat,352,5.0
2_966_0.mat,352,6.0
2_967_0.mat,353,1.0
2_968_0.mat,353,2.0
2_969_0.mat,353,3.0
2_970_0.mat,353,4.0
2_971_0.mat,353,5.0
2_972_0.mat,353,6.0
2_973_0.mat,354,1.0
2_974_0.mat,354,2.0
2_975_0.mat,354,3.0
2_976_0.mat,354,4.0
2_977_0.mat,354,5.0
2_978_0.mat,354,6.0
2_979_0.mat,355,1.0
2_980_0.mat,355,2.0
2_981_0.mat,355,3.0
2_982_0.mat,355,4.0
2_983_0.mat,355,5.0
2_984_0.mat,355,6.0
2_985_0.mat,356,1.0
2_986_0.mat,356,2.0
2_987_0.mat,356,3.0
2_988_0.mat,356,4.0
2_989_0.mat,356,5.0
2_990_0.mat,356,6.0
2_991_0.mat,357,1.0
2_992_0.mat,357,2.0
2_993_0.mat,357,3.0
2_994_0.mat,357,4.0
2_995_0.mat,357,5.0
2_996_0.mat,357,6.0
2_997_0.mat,358,1.0
2_998_0.mat,358,2.0
2_999_0.mat,358,3.0
2_1000_0.mat,358,4.0
2_1001_0.mat,358,5.0
2_1002_0.mat,358,6.0
2_1003_0.mat,359,1.0
2_1004_0.mat,359,2.0
2_1005_0.mat,359,3.0
2_1006_0.mat,359,4.0
2_1007_0.mat,359,5.0
2_1008_0.mat,359,6.0
2_1009_0.mat,360,1.0
2_1010_0.mat,360,2.0
2_1011_0.mat,360,3.0
2_1012_0.mat,360,4.0
2_1013_0.mat,360,5.0
2_1014_0.mat,360,6.0
2_1015_0.mat,361,1.0
2_1016_0.mat,361,2.0
2_1017_0.mat,361,3.0
2_1018_0.mat,361,4.0
2_1019_0.mat,361,5.0
2_1020_0.mat,361,6.0
2_1021_0.mat,362,1.0
2_1022_0.mat,362,2.0
2_1023_0.mat,362,3.0
2_1024_0.mat,362,4.0
2_1025_0.mat,362,5.0
2_1026_0.mat,362,6.0
2_1027_0.mat,363,1.0
2_1028_0.mat,363,2.0
2_1029_0.mat,363,3.0
2_1030_0.mat,363,4.0
2_1031_0.mat,363,5.0
2_1032_0.mat,363,6.0
2_1033_0.mat,364,1.0
2_1034_0.mat,364,2.0
2_1035_0.mat,364,3.0
2_1036_0.mat,364,4.0
2_1037_0.mat,364,5.0
2_1038_0.mat,364,6.0
2_1039_0.mat,365,1.0
2_1040_0.mat,365,2.0
2_1041_0.mat,365,3.0
2_1042_0.mat,365,4.0
2_1043_0.mat,365,5.0
2_1044_0.mat,365,6.0
2_1045_0.mat,366,1.0
2_1046_0.mat,366,2.0
2_1047_0.mat,366,3.0
2_1048_0.mat,366,4.0
2_1049_0.mat,366,5.0
2_1050_0.mat,366,6.0
2_1051_0.mat,367,1.0
2_1052_0.mat,367,2.0
2_1053_0.mat,367,3.0
2_1054_0.mat,367,4.0
2_1055_0.mat,367,5.0
2_1056_0.mat,367,6.0
2_1057_0.mat,368,1.0
2_1058_0.mat,368,2.0
2_1059_0.mat,368,3.0
2_1060_0.mat,368,4.0
2_1061_0.mat,368,5.0
2_1062_0.mat,368,6.0
2_1063_0.mat,369,1.0
2_1064_0.mat,369,2.0
2_1065_0.mat,369,3.0
2_1066_0.mat,369,4.0
2_1067_0.mat,369,5.0
2_1068_0.mat,369,6.0
2_1069_0.mat,370,1.0
2_1070_0.mat,370,2.0
2_1071_0.mat,370,3.0
2_1072_0.mat,370,4.0
2_1073_0.mat,370,5.0
2_1074_0.mat,370,6.0
2_1075_0.mat,371,1.0
2_1076_0.mat,371,2.0
2_1077_0.mat,371,3.0
2_1078_0.mat,371,4.0
2_1079_0.mat,371,5.0
2_1080_0.mat,371,6.0
2_1081_0.mat,372,1.0
2_1082_0.mat,372,2.0
2_1083_0.mat,372,3.0
2_1084_0.mat,372,4.0
2_1085_0.mat,372,5.0
2_1086_0.mat,372,6.0
2_1087_0.mat,373,1.0
2_1088_0.mat,373,2.0
2_1089_0.mat,373,3.0
2_1090_0.mat,373,4.0
2_1091_0.mat,373,5.0
2_1092_0.mat,373,6.0
2_1093_0.mat,374,1.0
2_1094_0.mat,374,2.0
2_1095_0.mat,374,3.0
2_1096_0.mat,374,4.0
2_1097_0.mat,374,5.0
2_1098_0.mat,374,6.0
2_1099_0.mat,375,1.0
2_1100_0.mat,375,2.0
2_1101_0.mat,375,3.0
2_1102_0.mat,375,4.0
2_1103_0.mat,375,5.0
2_1104_0.mat,375,6.0
2_1105_0.mat,376,1.0
2_1106_0.mat,376,2.0
2_1107_0.mat,376,3.0
2_1108_0.mat,376,4.0
2_1109_0.mat,376,5.0
2_1110_0.mat,376,6.0
2_1111_0.mat,377,1.0
2_1112_0.mat,377,2.0
2_1113_0.mat,377,3.0
2_1114_0.mat,377,4.0
2_1115_0.mat,377,5.0
2_1116_0.mat,377,6.0
2_1117_0.mat,378,1.0
2_1118_0.mat,378,2.0
2_1119_0.mat,378,3.0
2_1120_0.mat,378,4.0
2_1121_0.mat,378,5.0
2_1122_0.mat,378,6.0
2_1123_0.mat,379,1.0
2_1124_0.mat,379,2.0
2_1125_0.mat,379,3.0
2_1126_0.mat,379,4.0
2_1127_0.mat,379,5.0
2_1128_0.mat,379,6.0
2_1129_0.mat,380,1.0
2_1130_0.mat,380,2.0
2_1131_0.mat,380,3.0
2_1132_0.mat,380,4.0
2_1133_0.mat,380,5.0
2_1134_0.mat,380,6.0
2_1135_0.mat,381,1.0
2_1136_0.mat,381,2.0
2_1137_0.mat,381,3.0
2_1138_0.mat,381,4.0
2_1139_0.mat,381,5.0
2_1140_0.mat,381,6.0
2_1141_0.mat,382,1.0
2_1142_0.mat,382,2.0
2_1143_0.mat,382,3.0
2_1144_0.mat,382,4.0
2_1145_0.mat,382,5.0
2_1146_0.mat,382,6.0
2_1147_0.mat,383,1.0
2_1148_0.mat,383,2.0
2_1149_0.mat,383,3.0
2_1150_0.mat,383,4.0
2_1151_0.mat,383,5.0
2_1152_0.mat,383,6.0
2_1153_0.mat,384,1.0
2_1154_0.mat,384,2.0
2_1155_0.mat,384,3.0
2_1156_0.mat,384,4.0
2_1157_0.mat,384,5.0
2_1158_0.mat,384,6.0
2_1159_0.mat,385,1.0
2_1160_0.mat,385,2.0
2_1161_0.mat,385,3.0
2_1162_0.mat,385,4.0
2_1163_0.mat,385,5.0
2_1164_0.mat,385,6.0
2_1165_0.mat,386,1.0
2_1166_0.mat,386,2.0
2_1167_0.mat,386,3.0
2_1168_0.mat,386,4.0
2_1169_0.mat,386,5.0
2_1170_0.mat,386,6.0
2_1171_0.mat,387,1.0
2_1172_0.mat,387,2.0
2_1173_0.mat,387,3.0
2_1174_0.mat,387,4.0
2_1175_0.mat,387,5.0
2_1176_0.mat,387,6.0
2_1177_0.mat,388,1.0
2_1178_0.mat,388,2.0
2_1179_0.mat,388,3.0
2_1180_0.mat,388,4.0
2_1181_0.mat,388,5.0
2_1182_0.mat,388,6.0
2_1183_0.mat,389,1.0
2_1184_0.mat,389,2.0
2_1185_0.mat,389,3.0
2_1186_0.mat,389,4.0
2_1187_0.mat,389,5.0
2_1188_0.mat,389,6.0
2_1189_0.mat,390,1.0
2_1190_0.mat,390,2.0
2_1191_0.mat,390,3.0
2_1192_0.mat,390,4.0
2_1193_0.mat,390,5.0
2_1194_0.mat,390,6.0
2_1195_0.mat,391,1.0
2_1196_0.mat,391,2.0
2_1197_0.mat,391,3.0
2_1198_0.mat,391,4.0
2_1199_0.mat,391,5.0
2_1200_0.mat,391,6.0
2_1201_0.mat,392,1.0
2_1202_0.mat,392,2.0
2_1203_0.mat,392,3.0
2_1204_0.mat,392,4.0
2_1205_0.mat,392,5.0
2_1206_0.mat,392,6.0
2_1207_0.mat,393,1.0
2_1208_0.mat,393,2.0
2_1209_0.mat,393,3.0
2_1210_0.mat,393,4.0
2_1211_0.mat,393,5.0
2_1212_0.mat,393,6.0
2_1213_0.mat,394,1.0
2_1214_0.mat,394,2.0
2_1215_0.mat,394,3.0
2_1216_0.mat,394,4.0
2_1217_0.mat,394,5.0
2_1218_0.mat,394,6.0
2_1219_0.mat,395,1.0
2_1220_0.mat,395,2.0
2_1221_0.mat,395,3.0
2_1222_0.mat,395,4.0
2_1223_0.mat,395,5.0
2_1224_0.mat,395,6.0
2_1225_0.mat,396,1.0
2_1226_0.mat,396,2.0
2_1227_0.mat,396,3.0
2_1228_0.mat,396,4.0
2_1229_0.mat,396,5.0
2_1230_0.mat,396,6.0
2_1231_0.mat,397,1.0
2_1232_0.mat,397,2.0
2_1233_0.mat,397,3.0
2_1234_0.mat,397,4.0
2_1235_0.mat,397,5.0
2_1236_0.mat,397,6.0
2_1237_0.mat,398,1.0
2_1238_0.mat,398,2.0
2_1239_0.mat,398,3.0
2_1240_0.mat,398,4.0
2_1241_0.mat,398,5.0
2_1242_0.mat,398,6.0
2_1243_0.mat,399,1.0
2_1244_0.mat,399,2.0
2_1245_0.mat,399,3.0
2_1246_0.mat,399,4.0
2_1247_0.mat,399,5.0
2_1248_0.mat,399,6.0
2_1249_0.mat,400,1.0
2_1250_0.mat,400,2.0
2_1251_0.mat,400,3.0
2_1252_0.mat,400,4.0
2_1253_0.mat,400,5.0
2_1254_0.mat,400,6.0
2_1255_0.mat,401,1.0
2_1256_0.mat,401,2.0
2_1257_0.mat,401,3.0
2_1258_0.mat,401,4.0
2_1259_0.mat,401,5.0
2_1260_0.mat,401,6.0
2_1261_0.mat,402,1.0
2_1262_0.mat,402,2.0
2_1263_0.mat,402,3.0
2_1264_0.mat,402,4.0
2_1265_0.mat,402,5.0
2_1266_0.mat,402,6.0
2_1267_0.mat,403,1.0
2_1268_0.mat,403,2.0
2_1269_0.mat,403,3.0
2_1270_0.mat,403,4.0
2_1271_0.mat,403,5.0
2_1272_0.mat,403,6.0
2_1273_0.mat,404,1.0
2_1274_0.mat,404,2.0
2_1275_0.mat,404,3.0
2_1276_0.mat,404,4.0
2_1277_0.mat,404,5.0
2_1278_0.mat,404,6.0
2_1279_0.mat,405,1.0
2_1280_0.mat,405,2.0
2_1281_0.mat,405,3.0
2_1282_0.mat,405,4.0
2_1283_0.mat,405,5.0
2_1284_0.mat,405,6.0
2_1285_0.mat,406,1.0
2_1286_0.mat,406,2.0
2_1287_0.mat,406,3.0
2_1288_0.mat,406,4.0
2_1289_0.mat,406,5.0
2_1290_0.mat,406,6.0
2_1291_0.mat,407,1.0
2_1292_0.mat,407,2.0
2_1293_0.mat,407,3.0
2_1294_0.mat,407,4.0
2_1295_0.mat,407,5.0
2_1296_0.mat,407,6.0
2_1297_0.mat,408,1.0
2_1298_0.mat,408,2.0
2_1299_0.mat,408,3.0
2_1300_0.mat,408,4.0
2_1301_0.mat,408,5.0
2_1302_0.mat,408,6.0
2_1303_0.mat,409,1.0
2_1304_0.mat,409,2.0
2_1305_0.mat,409,3.0
2_1306_0.mat,409,4.0
2_1307_0.mat,409,5.0
2_1308_0.mat,409,6.0
2_1309_0.mat,410,1.0
2_1310_0.mat,410,2.0
2_1311_0.mat,410,3.0
2_1312_0.mat,410,4.0
2_1313_0.mat,410,5.0
2_1314_0.mat,410,6.0
2_1315_0.mat,411,1.0
2_1316_0.mat,411,2.0
2_1317_0.mat,411,3.0
2_1318_0.mat,411,4.0
2_1319_0.mat,411,5.0
2_1320_0.mat,411,6.0
2_1321_0.mat,412,1.0
2_1322_0.mat,412,2.0
2_1323_0.mat,412,3.0
2_1324_0.mat,412,4.0
2_1325_0.mat,412,5.0
2_1326_0.mat,412,6.0
2_1327_0.mat,413,1.0
2_1328_0.mat,413,2.0
2_1329_0.mat,413,3.0
2_1330_0.mat,413,4.0
2_1331_0.mat,413,5.0
2_1332_0.mat,413,6.0
